date,ans,wti,henry_hub,brent,production
12/19/2015,,,,,"557,731"
12/20/2015,,,,,"543,284"
12/21/2015,34.65,34.74,1.71,36.35,"548,335"
12/22/2015,34.73,35.19,1.74,36.11,"547,910"
12/23/2015,36.21,36.90,1.62,37.36,"566,309"
12/24/2015,36.69,37.50,1.53,37.84,"543,858"
12/25/2015,,,,,"546,124"
12/26/2015,,,,,"533,922"
12/27/2015,,,,,"545,198"
12/28/2015,35.40,36.81,2.08,36.62,"544,032"
12/29/2015,36.16,37.87,2.37,37.85,"533,468"
12/30/2015,35.25,36.60,2.27,36.46,"542,493"
12/31/2015,35.71,37.04,2.31,37.28,"555,306"
1/1/2016,,,,,"550,915"
1/2/2016,,,,,"546,491"
1/3/2016,,,,,"556,880"
1/4/2016,35.95,36.76,2.39,37.22,"563,148"
1/5/2016,34.82,35.97,2.32,36.42,"554,106"
1/6/2016,32.53,33.97,2.35,34.23,"533,735"
1/7/2016,31.78,33.27,2.35,33.75,"558,800"
1/8/2016,31.73,33.16,2.47,33.55,"563,838"
1/9/2016,,,,,"561,938"
1/10/2016,,,,,"570,050"
1/11/2016,29.76,31.41,2.53,31.55,"573,839"
1/12/2016,28.99,30.44,2.38,30.86,"563,727"
1/13/2016,28.81,30.48,2.30,30.31,"561,278"
1/14/2016,29.47,31.20,2.19,30.88,"553,023"
1/15/2016,27.89,29.42,2.18,28.94,"553,446"
1/16/2016,,,,,"549,760"
1/17/2016,,,,,"543,965"
1/18/2016,,,,,"549,648"
1/19/2016,26.97,28.46,2.22,28.76,"544,630"
1/20/2016,26.23,26.55,2.14,27.88,"546,533"
1/21/2016,27.37,28.28,2.20,29.25,"544,134"
1/22/2016,29.95,30.99,2.22,32.18,"545,728"
1/23/2016,,,,,"552,885"
1/24/2016,,,,,"549,203"
1/25/2016,28.27,28.39,2.14,30.50,"552,768"
1/26/2016,29.19,31.45,2.23,31.80,"523,931"
1/27/2016,30.63,32.30,2.24,33.10,"526,737"
1/28/2016,31.72,33.22,2.12,33.89,"530,964"
1/29/2016,32.15,33.62,2.25,34.74,"538,044"
1/30/2016,,,,,"540,020"
1/31/2016,,,,,"535,881"
2/1/2016,31.81,31.62,2.18,34.24,"544,638"
2/2/2016,30.06,29.88,2.04,32.72,"546,698"
2/3/2016,32.71,32.28,2.06,35.04,"545,656"
2/4/2016,31.91,31.72,2.05,34.46,"544,826"
2/5/2016,31.35,30.89,2.09,34.06,"545,254"
2/6/2016,,,,,"538,147"
2/7/2016,,,,,"538,372"
2/8/2016,30.40,29.69,2.22,32.88,"545,795"
2/9/2016,28.39,27.94,2.17,30.32,"537,789"
2/10/2016,28.05,27.45,2.13,30.84,"541,060"
2/11/2016,27.65,26.21,2.12,30.06,"546,581"
2/12/2016,30.26,29.44,2.07,33.36,"536,552"
2/13/2016,,,,,"538,685"
2/14/2016,,,,,"548,518"
2/15/2016,,,,33.39,"543,122"
2/16/2016,29.59,29.04,1.92,32.18,"544,847"
2/17/2016,32.66,30.66,1.91,34.50,"546,441"
2/18/2016,32.04,30.77,1.87,34.28,"543,843"
2/19/2016,31.25,29.64,1.81,33.01,"538,888"
2/20/2016,,,,,"537,469"
2/21/2016,,,,,"541,839"
2/22/2016,32.95,31.48,1.84,34.69,"549,819"
2/23/2016,30.94,30.07,1.83,33.27,"547,012"
2/24/2016,32.13,30.40,1.79,34.41,"541,209"
2/25/2016,32.75,32.17,1.77,35.29,"520,677"
2/26/2016,32.48,32.78,1.66,35.10,"524,812"
2/27/2016,,,,,"533,610"
2/28/2016,,,,,"540,482"
2/29/2016,33.43,33.75,1.62,35.97,"549,404"
3/1/2016,34.49,34.40,1.57,36.81,"528,534"
3/2/2016,34.95,34.66,1.59,36.93,"536,564"
3/3/2016,34.93,34.57,1.56,37.07,"537,631"
3/4/2016,36.35,35.92,1.49,38.72,"539,667"
3/5/2016,,,,,"551,037"
3/6/2016,,,,,"547,428"
3/7/2016,38.40,37.90,1.52,40.84,"547,549"
3/8/2016,37.03,36.50,1.55,39.65,"546,295"
3/9/2016,38.68,38.29,1.57,41.07,"547,247"
3/10/2016,38.13,37.84,1.70,40.05,"541,636"
3/11/2016,38.67,38.50,1.72,40.39,"510,666"
3/12/2016,,,,,"514,286"
3/13/2016,,,,,"516,666"
3/14/2016,37.55,37.18,1.68,39.53,"540,190"
3/15/2016,36.96,36.34,1.78,38.74,"539,178"
3/16/2016,38.76,38.46,1.74,40.33,"541,642"
3/17/2016,40.29,40.20,1.82,41.54,"537,647"
3/18/2016,39.82,39.44,1.84,41.20,"539,056"
3/19/2016,,,,,"541,017"
3/20/2016,,,,,"544,578"
3/21/2016,41.07,39.91,1.76,41.54,"546,637"
3/22/2016,40.70,39.95,1.75,41.79,"550,622"
3/23/2016,39.18,38.49,1.80,40.47,"558,466"
3/24/2016,39.14,37.96,1.72,40.44,"564,323"
3/25/2016,,,,,"555,261"
3/26/2016,,,,,"548,485"
3/27/2016,,,,,"555,810"
3/28/2016,39.04,39.39,1.73,40.27,"559,552"
3/29/2016,38.09,38.28,1.77,39.14,"555,675"
3/30/2016,37.96,38.32,1.84,39.26,"557,724"
3/31/2016,38.12,38.34,1.94,39.60,"554,734"
4/1/2016,37.04,36.79,1.87,38.67,"545,575"
4/2/2016,,,,,"550,764"
4/3/2016,,,,,"557,449"
4/4/2016,35.93,35.70,1.94,37.69,"546,755"
4/5/2016,36.55,35.89,1.90,37.87,"545,005"
4/6/2016,37.84,37.75,1.86,39.84,"543,246"
4/7/2016,37.54,37.62,1.94,39.43,"546,214"
4/8/2016,39.85,39.72,1.98,41.94,"542,739"
4/9/2016,,,,,"530,035"
4/10/2016,,,,,"509,253"
4/11/2016,40.96,40.36,1.88,42.83,"520,499"
4/12/2016,42.47,42.17,1.94,44.69,"519,993"
4/13/2016,42.73,41.76,1.98,44.18,"537,056"
4/14/2016,42.36,41.50,1.92,43.84,"542,699"
4/15/2016,41.92,40.36,1.72,43.10,"547,680"
4/16/2016,,,,,"554,086"
4/17/2016,,,,,"551,842"
4/18/2016,41.51,39.78,1.77,42.91,"544,104"
4/19/2016,42.42,41.08,1.90,44.03,"542,220"
4/20/2016,44.59,42.63,2.02,45.80,"497,013"
4/21/2016,43.65,42.23,1.94,44.53,"522,316"
4/22/2016,44.18,42.68,1.90,45.11,"544,774"
4/23/2016,,,,,"533,056"
4/24/2016,,,,,"380,412"
4/25/2016,43.36,41.24,1.98,44.48,"300,018"
4/26/2016,44.66,44.04,1.88,45.74,"386,545"
4/27/2016,45.67,45.33,1.88,47.18,"421,533"
4/28/2016,46.28,46.03,1.89,48.14,"432,836"
4/29/2016,46.24,45.92,1.91,48.13,"444,842"
4/30/2016,,,,,"452,693"
5/1/2016,,,,,"485,169"
5/2/2016,45.13,44.78,1.91,45.83,"513,662"
5/3/2016,44.24,43.65,1.92,44.97,"514,098"
5/4/2016,44.49,43.78,2.00,44.62,"522,224"
5/5/2016,44.67,44.32,2.05,45.01,"523,820"
5/6/2016,45.01,44.66,1.84,45.37,"528,625"
5/7/2016,,,,,"523,074"
5/8/2016,,,,,"533,294"
5/9/2016,42.83,43.44,1.84,43.63,"538,860"
5/10/2016,44.43,44.66,2.04,45.41,"535,246"
5/11/2016,46.13,44.23,2.01,47.60,"527,614"
5/12/2016,47.12,46.70,2.01,48.08,"501,501"
5/13/2016,46.73,46.21,1.96,47.83,"493,064"
5/14/2016,,,,,"525,240"
5/15/2016,,,,,"504,672"
5/16/2016,48.15,47.72,1.91,48.97,"525,798"
5/17/2016,48.39,48.31,1.97,49.28,"539,617"
5/18/2016,47.93,48.19,1.91,48.93,"544,867"
5/19/2016,48.00,48.16,1.83,48.81,"529,255"
5/20/2016,47.64,47.75,1.81,48.72,"527,415"
5/21/2016,,,,,"532,631"
5/22/2016,,,,,"539,134"
5/23/2016,47.44,47.78,1.95,48.35,"528,092"
5/24/2016,47.84,48.17,1.91,48.61,"530,339"
5/25/2016,48.47,49.16,1.77,49.74,"537,367"
5/26/2016,48.25,49.48,1.75,49.59,"541,380"
5/27/2016,48.24,49.33,1.77,49.41,"539,740"
5/28/2016,,,,,"551,726"
5/29/2016,,,,,"566,105"
5/30/2016,,,,,"561,462"
5/31/2016,47.81,49.10,2.09,49.69,"554,675"
6/1/2016,47.84,49.01,2.26,49.72,"558,417"
6/2/2016,47.95,49.17,2.30,50.04,"553,814"
6/3/2016,47.48,48.62,2.31,49.64,"550,714"
6/4/2016,,,,,"541,198"
6/5/2016,,,,,"524,980"
6/6/2016,48.47,49.69,2.32,50.55,"550,375"
6/7/2016,49.21,50.36,2.29,51.44,"537,761"
6/8/2016,50.29,51.23,2.33,52.51,"549,217"
6/9/2016,49.32,50.56,2.31,51.95,"551,652"
6/10/2016,47.19,49.07,2.42,50.54,"546,820"
6/11/2016,,,,,"543,501"
6/12/2016,,,,,"518,581"
6/13/2016,46.85,48.88,2.52,50.35,"549,446"
6/14/2016,46.28,48.49,2.52,49.83,"556,376"
6/15/2016,45.75,48.01,2.62,48.97,"556,507"
6/16/2016,44.54,46.21,2.61,47.19,"550,098"
6/17/2016,46.55,47.98,2.58,49.17,"537,189"
6/18/2016,,,,,"512,483"
6/19/2016,,,,,"516,518"
6/20/2016,47.79,49.37,2.73,50.65,"516,150"
6/21/2016,48.23,48.85,2.76,50.62,"519,556"
6/22/2016,47.53,48.43,2.78,49.88,"527,154"
6/23/2016,48.43,49.21,2.68,50.91,"507,767"
6/24/2016,46.14,46.94,2.67,48.41,"429,684"
6/25/2016,,,,,"190,147"
6/26/2016,,,,,"182,460"
6/27/2016,45.15,46.33,2.76,47.16,"367,555"
6/28/2016,46.69,47.85,2.86,48.58,"347,160"
6/29/2016,48.04,49.88,2.93,50.61,"407,270"
6/30/2016,47.09,48.33,2.90,49.71,"442,056"
7/1/2016,47.57,48.99,2.88,50.35,"467,489"
7/2/2016,,,,,"477,011"
7/3/2016,,,,,"468,279"
7/4/2016,,,,,"475,592"
7/5/2016,45.40,46.60,2.82,47.96,"445,370"
7/6/2016,46.26,47.43,2.75,48.80,"326,285"
7/7/2016,43.86,45.14,2.86,46.40,"335,613"
7/8/2016,44.10,45.41,2.77,46.76,"333,498"
7/9/2016,,,,,"451,163"
7/10/2016,,,,,"501,281"
7/11/2016,43.86,44.76,2.85,46.25,"508,364"
7/12/2016,46.34,46.80,2.75,48.47,"500,833"
7/13/2016,44.59,44.75,2.81,46.26,"464,702"
7/14/2016,45.33,45.68,2.77,47.37,"455,991"
7/15/2016,45.82,45.95,2.67,47.61,"472,103"
7/16/2016,,,,,"479,401"
7/17/2016,,,,,"517,899"
7/18/2016,44.95,45.24,2.81,46.96,"515,450"
7/19/2016,44.52,44.65,2.81,46.66,"510,878"
7/20/2016,44.85,44.94,2.72,47.17,"517,358"
7/21/2016,43.93,43.95,2.70,46.20,"506,216"
7/22/2016,43.28,43.49,2.78,45.69,"461,453"
7/23/2016,,,,,"459,723"
7/24/2016,,,,,"460,325"
7/25/2016,42.30,42.38,2.81,44.72,"452,242"
7/26/2016,42.06,42.92,2.72,44.87,"446,947"
7/27/2016,41.16,41.92,2.80,43.47,"427,500"
7/28/2016,40.35,41.14,2.76,42.70,"438,698"
7/29/2016,40.82,41.60,2.94,42.46,"440,885"
7/30/2016,,,,,"457,346"
7/31/2016,,,,,"463,235"
8/1/2016,39.34,40.06,2.87,42.14,"427,646"
8/2/2016,38.94,39.51,2.79,41.80,"446,898"
8/3/2016,40.23,40.83,2.88,43.10,"442,783"
8/4/2016,41.18,41.93,2.89,44.29,"436,484"
8/5/2016,41.64,41.80,2.85,44.27,"456,404"
8/6/2016,,,,,"481,949"
8/7/2016,,,,,"487,572"
8/8/2016,42.72,43.02,2.83,45.39,"502,802"
8/9/2016,42.32,42.77,2.75,44.98,"526,260"
8/10/2016,41.29,41.71,2.73,44.05,"509,848"
8/11/2016,43.22,43.49,2.67,46.04,"515,448"
8/12/2016,44.25,44.49,2.70,46.97,"510,226"
8/13/2016,,,,,"506,383"
8/14/2016,,,,,"507,276"
8/15/2016,45.30,45.74,2.71,48.35,"516,917"
8/16/2016,46.06,46.58,2.71,49.23,"512,440"
8/17/2016,46.67,46.79,2.71,49.85,"502,242"
8/18/2016,47.90,48.22,2.71,50.89,"477,380"
8/19/2016,48.08,48.52,2.64,49.16,"497,000"
8/20/2016,,,,,"499,372"
8/21/2016,,,,,"505,738"
8/22/2016,46.29,47.05,2.74,48.99,"513,043"
8/23/2016,46.54,47.65,2.71,49.96,"505,159"
8/24/2016,45.61,46.47,2.77,49.05,"486,879"
8/25/2016,46.18,46.93,2.86,49.67,"453,900"
8/26/2016,46.82,47.64,2.88,49.92,"424,358"
8/27/2016,,,,,"396,892"
8/28/2016,,,,,"423,137"
8/29/2016,46.17,46.98,2.95,49.26,"462,299"
8/30/2016,45.37,46.35,2.92,48.37,"448,754"
8/31/2016,43.81,44.70,2.94,47.04,"460,574"
9/1/2016,42.44,43.16,2.92,45.45,"459,692"
9/2/2016,43.57,44.44,2.85,47.63,"437,547"
9/3/2016,,,,,"419,592"
9/4/2016,,,,,"448,807"
9/5/2016,,,,,"475,441"
9/6/2016,43.94,44.83,2.82,47.26,"461,779"
9/7/2016,44.94,45.50,2.82,47.98,"471,688"
9/8/2016,,,,,"470,678"
9/9/2016,44.95,45.88,2.92,48.08,"464,094"
9/10/2016,,,,,"469,948"
9/11/2016,,,,,"486,107"
9/12/2016,45.34,46.29,2.99,48.32,"495,264"
9/13/2016,44.27,44.90,3.06,47.10,"492,304"
9/14/2016,43.07,43.58,3.04,45.85,"496,556"
9/15/2016,43.32,43.91,2.95,46.59,"490,680"
9/16/2016,42.85,43.03,2.94,45.77,"480,760"
9/17/2016,,,,,"443,236"
9/18/2016,,,,,"454,876"
9/19/2016,43.18,43.30,2.97,45.95,"484,708"
9/20/2016,43.82,43.44,3.08,45.88,"479,902"
9/21/2016,44.63,45.14,3.14,46.83,"473,678"
9/22/2016,45.29,46.17,3.14,47.65,"511,281"
9/23/2016,43.53,44.33,3.03,45.89,"483,074"
9/24/2016,,,,,"477,990"
9/25/2016,,,,,"471,352"
9/26/2016,44.98,45.93,3.05,45.97,"495,471"
9/27/2016,43.87,44.67,3.03,46.32,"483,650"
9/28/2016,46.16,47.05,2.98,48.69,"483,209"
9/29/2016,46.83,47.83,2.95,49.24,"488,226"
9/30/2016,47.31,48.24,2.84,49.24,"492,691"
10/1/2016,,,,,"485,320"
10/2/2016,,,,,"509,886"
10/3/2016,47.98,48.81,2.81,50.89,"500,254"
10/4/2016,48.20,48.69,2.96,50.87,"509,575"
10/5/2016,48.93,49.83,3.04,51.86,"523,655"
10/6/2016,49.67,50.44,3.05,52.51,"515,960"
10/7/2016,49.02,49.81,3.19,51.93,"512,081"
10/8/2016,,,,,"521,122"
10/9/2016,,,,,"508,586"
10/10/2016,50.02,51.35,3.28,53.14,"513,716"
10/11/2016,50.12,50.79,3.24,52.41,"508,181"
10/12/2016,49.42,50.18,3.21,51.81,"510,223"
10/13/2016,49.83,50.44,3.34,52.03,"522,550"
10/14/2016,50.20,50.35,3.29,52.00,"510,388"
10/15/2016,,,,,"522,353"
10/16/2016,,,,,"527,151"
10/17/2016,49.82,49.94,3.24,51.52,"533,956"
10/18/2016,50.50,50.29,3.26,51.68,"539,530"
10/19/2016,51.61,51.60,3.17,52.55,"546,027"
10/20/2016,50.19,50.43,3.14,51.38,"518,865"
10/21/2016,50.37,50.85,2.99,51.78,"517,727"
10/22/2016,,,,,"523,488"
10/23/2016,,,,,"523,136"
10/24/2016,50.13,50.52,2.83,51.46,"543,155"
10/25/2016,48.68,49.96,2.77,50.79,"546,062"
10/26/2016,49.00,49.18,2.73,49.87,"542,890"
10/27/2016,49.32,49.72,2.76,50.47,"546,783"
10/28/2016,48.47,48.70,3.11,49.71,"554,482"
10/29/2016,,,,,"546,927"
10/30/2016,,,,,"541,178"
10/31/2016,46.54,46.86,3.03,48.30,"550,815"
11/1/2016,46.65,46.67,2.90,48.14,"548,641"
11/2/2016,45.22,45.34,2.79,46.86,"544,748"
11/3/2016,44.87,44.66,2.77,46.35,"546,511"
11/4/2016,43.87,44.07,2.77,45.58,"548,141"
11/5/2016,,,,,"548,322"
11/6/2016,,,,,"565,325"
11/7/2016,44.64,44.89,2.82,46.15,"543,921"
11/8/2016,44.69,44.98,2.63,46.04,"538,370"
11/9/2016,45.09,45.27,2.69,46.36,"543,968"
11/10/2016,44.65,44.66,2.63,45.84,"541,111"
11/11/2016,43.64,43.41,2.62,44.75,"538,505"
11/12/2016,,,,,"544,619"
11/13/2016,,,,,"544,206"
11/14/2016,43.58,43.32,2.75,44.43,"548,523"
11/15/2016,45.79,45.81,2.71,46.95,"545,427"
11/16/2016,46.20,45.57,2.76,46.63,"542,552"
11/17/2016,45.37,45.42,2.70,46.49,"541,912"
11/18/2016,46.35,45.69,2.84,46.86,"552,201"
11/19/2016,,,,,"544,877"
11/20/2016,,,,,"549,193"
11/21/2016,48.47,47.49,2.95,48.90,"551,908"
11/22/2016,48.95,48.03,2.98,49.12,"554,675"
11/23/2016,48.88,48.11,3.03,49.06,"560,017"
11/24/2016,,,,,"551,972"
11/25/2016,,,,,"554,573"
11/26/2016,,,,,"553,319"
11/27/2016,,,,,"557,825"
11/28/2016,47.13,47.08,3.23,48.24,"559,506"
11/29/2016,45.43,45.23,3.32,46.38,"558,757"
11/30/2016,49.88,49.44,3.35,50.47,"554,263"
12/1/2016,52.23,51.06,3.51,53.94,"555,924"
12/2/2016,52.18,51.68,3.44,54.46,"556,464"
12/3/2016,,,,,"550,833"
12/4/2016,,,,,"560,851"
12/5/2016,52.07,51.79,3.65,54.94,"551,206"
12/6/2016,52.31,50.93,3.64,53.93,"557,921"
12/7/2016,50.62,49.77,3.60,53.00,"544,980"
12/8/2016,52.24,50.84,3.70,53.89,"551,429"
12/9/2016,52.74,51.50,3.75,54.33,"554,813"
12/10/2016,,,,,"541,550"
12/11/2016,,,,,"551,593"
12/12/2016,54.28,52.83,3.51,55.69,"555,715"
12/13/2016,54.12,52.98,3.47,55.72,"554,586"
12/14/2016,52.52,51.04,3.54,53.90,"546,076"
12/15/2016,52.61,50.90,3.43,54.02,"536,087"
12/16/2016,53.80,51.90,3.42,55.21,"558,200"
12/17/2016,,,,,"559,364"
12/18/2016,,,,,"554,256"
12/19/2016,53.81,52.12,3.39,54.92,"560,681"
12/20/2016,54.24,52.23,3.26,55.35,"561,888"
12/21/2016,53.38,52.49,3.54,54.46,"561,870"
12/22/2016,53.74,52.95,3.54,55.05,"563,288"
12/23/2016,53.89,53.02,3.66,55.16,"561,895"
12/24/2016,,,,,"563,506"
12/25/2016,,,,,"567,914"
12/26/2016,,,,,"565,113"
12/27/2016,54.74,53.90,3.76,56.09,"546,554"
12/28/2016,55.44,53.77,3.72,55.92,"570,703"
12/29/2016,55.32,53.82,3.80,56.14,"572,034"
12/30/2016,54.67,53.72,3.72,56.82,"557,780"
12/31/2016,,,,,"562,021"
1/1/2017,,,,,"538,096"
1/2/2017,,,,,"543,586"
1/3/2017,53.59,52.33,3.33,55.47,"554,121"
1/4/2017,54.50,53.26,3.27,56.46,"550,149"
1/5/2017,54.96,53.76,3.27,56.89,"527,164"
1/6/2017,54.89,53.99,3.29,57.10,"545,097"
1/7/2017,,,,,"540,868"
1/8/2017,,,,,"538,171"
1/9/2017,52.83,51.96,3.10,54.94,"544,916"
1/10/2017,52.18,50.82,3.28,53.64,"549,825"
1/11/2017,53.54,52.25,3.22,55.10,"549,909"
1/12/2017,54.35,53.01,3.39,56.01,"557,161"
1/13/2017,53.74,52.37,3.42,55.45,"563,208"
1/14/2017,,,,,"568,201"
1/15/2017,,,,,"574,161"
1/16/2017,,,,,"563,949"
1/17/2017,54.83,52.91,3.40,56.01,"565,235"
1/18/2017,52.89,51.08,3.30,53.92,"566,082"
1/19/2017,52.97,51.37,3.37,54.16,"549,185"
1/20/2017,54.59,52.42,3.20,55.49,"574,161"
1/21/2017,,,,,"575,141"
1/22/2017,,,,,"556,545"
1/23/2017,54.38,52.75,3.24,55.23,"556,379"
1/24/2017,54.25,53.18,3.28,55.44,"559,311"
1/25/2017,54.10,52.75,3.33,55.08,"562,088"
1/26/2017,54.95,53.78,3.38,56.24,"564,082"
1/27/2017,54.27,53.17,3.39,55.52,"561,288"
1/28/2017,,,,,"556,788"
1/29/2017,,,,,"554,906"
1/30/2017,54.13,52.66,3.24,55.28,"558,066"
1/31/2017,53.93,52.81,3.12,55.70,"532,531"
2/1/2017,55.46,53.79,3.16,56.75,"559,107"
2/2/2017,54.95,53.54,3.19,56.56,"546,299"
2/3/2017,55.13,53.83,3.06,56.81,"552,311"
2/4/2017,,,,,"541,312"
2/5/2017,,,,,"558,051"
2/6/2017,54.76,53.01,3.05,55.72,"559,938"
2/7/2017,53.02,52.17,3.13,55.05,"533,386"
2/8/2017,54.07,52.34,3.13,55.12,"531,805"
2/9/2017,54.21,53.00,3.14,55.63,"552,838"
2/10/2017,55.20,53.86,3.03,56.70,"548,324"
2/11/2017,,,,,"553,238"
2/12/2017,,,,,"554,242"
2/13/2017,54.28,52.93,2.94,55.59,"554,132"
2/14/2017,54.46,53.20,2.91,55.97,"551,029"
2/15/2017,54.39,53.11,2.93,55.75,"553,807"
2/16/2017,54.61,53.36,2.85,55.65,"561,703"
2/17/2017,55.00,53.40,2.83,55.81,"559,935"
2/18/2017,,,,,"550,037"
2/19/2017,,,,,"553,854"
2/20/2017,,,,,"558,829"
2/21/2017,55.29,54.06,2.56,56.66,"541,580"
2/22/2017,54.86,53.59,2.59,55.84,"551,172"
2/23/2017,55.59,54.45,2.62,56.58,"551,037"
2/24/2017,55.40,53.99,2.63,55.99,"549,140"
2/25/2017,,,,,"563,251"
2/26/2017,,,,,"563,216"
2/27/2017,55.76,54.05,2.69,55.93,"571,279"
2/28/2017,55.47,54.01,2.77,55.59,"571,270"
3/1/2017,55.73,53.83,2.80,56.36,"566,101"
3/2/2017,54.20,52.61,2.80,55.08,"567,248"
3/3/2017,54.86,53.33,2.83,55.90,"557,282"
3/4/2017,,,,,"534,692"
3/5/2017,,,,,"581,335"
3/6/2017,54.77,53.20,2.90,56.01,"572,365"
3/7/2017,54.55,53.14,2.82,55.92,"567,185"
3/8/2017,51.90,50.28,2.90,53.11,"574,936"
3/9/2017,51.31,49.28,2.97,52.19,"567,575"
3/10/2017,50.79,48.49,3.01,51.37,"559,794"
3/11/2017,,,,,"558,975"
3/12/2017,,,,,"542,703"
3/13/2017,50.69,48.40,3.04,51.35,"568,620"
3/14/2017,50.55,47.72,2.94,50.92,"569,870"
3/15/2017,51.34,48.86,2.98,51.81,"566,680"
3/16/2017,51.36,48.75,2.90,51.74,"564,544"
3/17/2017,51.43,48.78,2.95,51.76,"561,364"
3/18/2017,,,,,"534,838"
3/19/2017,,,,,"552,996"
3/20/2017,51.08,48.22,3.04,51.62,"555,288"
3/21/2017,50.36,47.34,3.09,50.96,"564,254"
3/22/2017,50.24,48.04,3.01,50.64,"570,059"
3/23/2017,49.78,47.70,3.05,50.56,"564,200"
3/24/2017,49.99,47.97,3.08,50.80,"567,001"
3/25/2017,,,,,"563,947"
3/26/2017,,,,,"579,706"
3/27/2017,49.88,47.73,3.05,50.75,"574,844"
3/28/2017,50.48,48.37,3.10,51.33,"580,363"
3/29/2017,52.05,49.51,3.18,52.42,"579,321"
3/30/2017,52.42,50.35,3.19,52.96,"574,756"
3/31/2017,52.71,50.60,3.19,52.83,"573,946"
4/1/2017,,,,,"577,350"
4/2/2017,,,,,"569,054"
4/3/2017,52.37,50.24,3.13,53.12,"572,531"
4/4/2017,53.24,51.03,3.29,54.17,"572,005"
4/5/2017,53.55,51.15,3.27,53.98,"562,569"
4/6/2017,53.94,51.70,3.33,54.89,"566,728"
4/7/2017,54.43,52.24,3.26,55.24,"568,616"
4/8/2017,,,,,"575,136"
4/9/2017,,,,,"566,682"
4/10/2017,55.88,53.08,3.24,55.98,"569,430"
4/11/2017,55.99,53.40,3.15,56.23,"557,073"
4/12/2017,55.52,53.11,3.19,55.86,"569,580"
4/13/2017,55.66,53.18,3.23,55.89,"566,986"
4/14/2017,,,,,"562,067"
4/15/2017,,,,,"556,416"
4/16/2017,,,,,"563,765"
4/17/2017,55.28,52.65,3.16,55.36,"559,087"
4/18/2017,54.88,52.41,3.15,54.89,"549,092"
4/19/2017,53.04,50.44,3.19,52.93,"563,783"
4/20/2017,52.56,50.27,3.16,52.99,"561,699"
4/21/2017,51.50,49.62,3.10,51.96,"563,953"
4/22/2017,,,,,"563,680"
4/23/2017,,,,,"557,844"
4/24/2017,51.19,49.23,3.07,51.60,"563,263"
4/25/2017,51.36,49.56,3.04,52.10,"560,995"
4/26/2017,51.34,49.62,3.14,51.82,"565,832"
4/27/2017,50.97,48.97,3.24,51.44,"577,271"
4/28/2017,51.19,49.33,3.28,51.73,"576,276"
4/29/2017,,,,,"575,259"
4/30/2017,,,,,"573,014"
5/1/2017,50.69,48.84,3.22,51.52,"565,887"
5/2/2017,49.80,47.66,3.20,50.46,"566,331"
5/3/2017,49.69,47.82,3.23,50.79,"557,167"
5/4/2017,47.51,45.52,3.19,48.38,"568,220"
5/5/2017,48.19,46.22,3.27,49.10,"566,540"
5/6/2017,,,,,"461,942"
5/7/2017,,,,,"587,973"
5/8/2017,48.49,46.43,3.17,49.34,"550,733"
5/9/2017,48.14,45.88,3.23,48.73,"548,646"
5/10/2017,49.39,47.33,3.29,50.22,"550,597"
5/11/2017,50.20,47.83,3.38,50.77,"548,917"
5/12/2017,50.17,47.84,3.42,50.84,"551,357"
5/13/2017,,,,,"544,393"
5/14/2017,,,,,"542,813"
5/15/2017,51.15,48.85,3.35,51.82,"539,206"
5/16/2017,50.86,48.66,3.23,51.65,"532,017"
5/17/2017,51.50,49.07,3.19,52.21,"540,621"
5/18/2017,51.77,49.35,3.18,52.51,"536,011"
5/19/2017,52.86,50.33,3.26,53.61,"530,239"
5/20/2017,,,,,"526,656"
5/21/2017,,,,,"531,181"
5/22/2017,53.30,50.73,3.33,53.87,"548,571"
5/23/2017,53.61,51.47,3.22,54.15,"551,135"
5/24/2017,53.46,51.36,3.21,53.96,"555,248"
5/25/2017,50.96,48.90,3.18,51.46,"556,182"
5/26/2017,51.89,49.80,3.24,52.15,"543,088"
5/27/2017,,,,,"536,117"
5/28/2017,,,,,"533,716"
5/29/2017,,,,,"535,189"
5/30/2017,51.66,49.66,3.15,51.84,"542,740"
5/31/2017,50.59,48.32,3.07,50.31,"539,574"
6/1/2017,50.26,48.36,3.01,50.63,"550,508"
6/2/2017,49.65,47.66,3.00,49.95,"540,207"
6/3/2017,,,,,"417,892"
6/4/2017,,,,,"558,015"
6/5/2017,49.36,47.40,2.98,49.47,"551,395"
6/6/2017,49.70,48.19,3.04,50.12,"529,710"
6/7/2017,47.78,45.72,3.02,48.06,"533,091"
6/8/2017,47.62,45.64,3.03,47.86,"535,531"
6/9/2017,47.80,45.83,3.04,48.15,"509,372"
6/10/2017,,,,,"507,319"
6/11/2017,,,,,"508,964"
6/12/2017,48.16,46.08,3.02,48.29,"510,998"
6/13/2017,48.28,46.46,2.97,48.72,"510,191"
6/14/2017,46.87,44.73,2.93,47.00,"526,105"
6/15/2017,46.61,44.46,3.06,46.92,"513,867"
6/16/2017,47.07,44.74,3.04,47.37,"453,001"
6/17/2017,,,,,"435,918"
6/18/2017,,,,,"435,009"
6/19/2017,46.65,44.20,2.89,46.91,"496,594"
6/20/2017,45.81,43.23,2.91,46.02,"508,754"
6/21/2017,44.75,42.53,2.89,44.82,"489,511"
6/22/2017,45.19,42.74,2.89,45.22,"502,308"
6/23/2017,45.43,43.01,2.93,45.54,"421,373"
6/24/2017,,,,,"419,621"
6/25/2017,,,,,"438,114"
